entry_word,synonyms
hih,"larushk, larëz"
Jo,shih xhufkë: shih rulebufkës: shih
bufnjak,shih borë: shih butë: Q
buhar,shih rrugicë: shih oxhak KURTIN
buhari,"shih oshmaks, shih tymtar ii"
buhavis,bis
shih,Pejës shih mërzis:
buhavitem,bis shih fryhem: shih mërzitem:
buhavitje,bis shih fryrje shik xhungë:
buhavitur,"(i, e) bis shih fryrë G"
buhi,"shih gosti, shih gëzim"
buhis,shih vel: buhitem shth velerini: patë
buhishëm,(i) shih Dep ( shih gëzuar 0
buhur,vjet shih: temjan:: Kia
buis,shih vërshon: shih: roit: shih shpërthen:
shih,"rrjedh, loton: shih gumëzhin: va LI shih"
"ziej,","shih jehon: Je shi të vlon, vPllakos: iste"
pëllët,: : ss
buj,"përbuj, kaloj natën"
"dorëhapët,","dhënës, dorëlirë, idorëdhënë,"
"-bukëdhënë,","bukëdhënës,' zemërgjerë,"
dhërië,"Gi): Shpirgjerë, fisnik, roirëpritës, i"
"mikpritës,",kave si
bujarësi,shih bujari
"bujari,","dorëdhënie, dorëhapësi: dorëgjerësi:"
"Shpirtrmadhësi,","zemërgjerësi, zemërmadhësi,"
fi,"isnikëri,"
"mikpritje,",mirë tjesnbisi a
bovardallëk,- ë dë 8 mrëpri e u
bujarisht,"zemërgjerësisht, fisikërisht, DIT:"
shumë,mitë 5
bujaroj,shih fisnikëroj- aj
bujashkë,shih ashkël së
bujë,"Përshtypje: ji gushtin më, jehonë: shih"
famësikeq,shi EANEE Fig Bega babai E
shih,"buçimë, Shih fryrje"
bujëmadh,shih bujshëm (1)
bujgër,"shih dushk, Narrbutë, Qarrazi,"
qarr,i
kuq,"(i zi, egër)"
bujk,"fshatar, fushat, arat, çapëtor, bukëtar,"
"capëtor,","fermer, lëruës, lëvruës, pendar,"
"qetar,",vjef buqar: hist çifçi E
bujqëri,shih fshatarësi '
bujqësor,agrar
bujrëm,bis shih ordhëro(ni)
bujshëm,"(i) bujëmadh, gjëmëmadh,"
zulmëmadh:,"zhur mshëm (i), zhurmëkotë,"
Shih,"shpejtë 0), menjëhershëm (1)"
bujtar,shik: mik: shih zot Q SHPIS): vjet
shih,bujtimar: shih mikpritës
bujtari,shih mikpritje
bujtës,"shih mik, spec shih mbartës"
bujtësi,shih mikpritje Pa
bujtinar,shih zot ( bujtine J pr
bujtinë,"bujtore, vjet han: stiki hotel shik"
bujtje,përbujtje
bujtore,shih bujtinë 5
bujtshëm,(i) shih mikpritës -
bujtur,"(i, e) shih bajat, ndenjur 0"
bukafec,"shih lakror, byrek - Sa pë ëmë 1"
bukanik,shih pjellor kë i
bukatar,vjet shih bukëpjekës:  Feed
bukë,"shih ushqim: fig bise kafshatë, vjet"
koromane:,shih drithë: shihi palcë: shih tul:
shih,"thelb, përmbajtje: fig Bën shih viti 5hB"
shih,dobi 8
bukëbardhë,Fig shih mikpritës
bukëbërëse,shik maizjetore:
"bukëdhënë,",bukëdhënës s shih mikpritës shih
bukëfike,"bukë fiqsh, manure:"
bukëgatuese,shih magjetore::
bukëharam,shih PAR da
"bukël,",shih: nuselalë:
"bukël,",shihcullufes Ae
bukëpërmbys,shih bukëshkalë: Pë
bukëpjekës,"furrtar, blkatët bukëtari yjet i"
Simitçi,be zë së no B
bukëplotë,shih taltë: G Pë my pë kj
bukës,shih tultë (1) ki bi
bukësheqere,pëndespanjës shihi fevani:s
bukëshkalë,"mosmirënjohës, bukëpërmbys,"
bu,"nkëshketës, Pëmiradijë 0 pamiradijshëm bulbëri shih pi Shih Pasuri, ki"
bukuran,shih bukur: (1) Të
bukure,shih xixëllonjë: ATE
bukurezë,shih xixëllonjë se znd serie '
bukuri,bisyshih bukur 5 is ri
bukurosh,shih bukur (i): rent pavlëfshëmi 6
pa,-bukurshkrim shkrimi bukur
bukurshqiptim,shqiptimi: buku d
'bukurtingëllim,bukurzani: asi
'bukurtingëllues:,bukurzarior:
bukurzani,shih bukurtingëllim
)J,bukurzanor shih bukurtingëllues
49,i  bulljë ri
"(1),","pakujtueshëm 0), shpërnjohës:  shih"
bukëshkelës,shih bukëshkalë
bukëtar,shih bukëpjekës: shih bujk
bukëtore,shih furrë (bukë) : es
bukëvale,"valë, papare, dërrmak, kryelanë,"
"përvëlorë,","valëbuke, bis çeçe: shih sh Er ifët 0)"
bukëz,shih hojes shih thelb
bukëzi,shih derërmbylluri shik i koprrac
bukje,shih tultë (i)  ka
buklidhë,shih otrësh
bukoj,merrem vesh: shih ushqej
bukur,"hijshëm, këndshëm, lezëtshësi:"
"bukurazi,","bis bukuri: mirë, shumë mirë,"
"akull,","shkëlqyeshëm, mrekulli, kry evepër,"
bis,"hak fare, paq: bis iron shumë keq, j për"
faqe,"të zezë, për turpi bis: shurnë, mjaft"
bukur,"(i, e) pashëm (1), këndshëm (i), hijshëm"
"bandill,","këputur ( paraqitshëm:'(i),"
"rrunëzak,","për ta pirë në kupë, bis: nurshëm"
"41),","nur, nurmadh, alamet: Fig: shih'zogë"
perri:,shih skalitur G)yishih vlefshëm (1): Shih
kthjellët,(): shih rrjedhshëm: QO bisiitoni:
keq,"(i), pakëndshëm: (15 pahijshëm: (1"
Shëmtuar,"(i), 'pavlefshëm (1) padobishëm D"
zbrazët,Gi) papëlqyeshëm : shi
bishtatundës:::,4 Eje E Në i
"ke,",t
kube,shih shpërthen: shih gumëzhin:
rt,"(i,e) shih shumtë (i):"
bulbor,shik qepor
bulçim,Shih Zagushi
bulëtin,njoftim: kumtimi: broshurë: fletë
bulevard,shëtitore
bulë,"shih syth: shih pikë: bulëz, flluskë,"
"fruzull,","rruazë, sumibull, syrëz, puçrrizë, N"
"valë,","buburiskë, buburizë: shiklungës Shih"
al,) ha Ta I
bulëveshë,shih vërzë
bulëz,shikbulë: shih qelizë -
bulëzim,"mbirje, mugullitn, lulim, buthtim EM"
bulëzon,"mbin, mugullën, Hilizon, burbutjët,"
"buthtëri,","djersit, bulon, buçkon, ulën,"
"shpërthën,","vjeti, këmbëzon: krandohet 1"
"krëndohet,","krëndet, shih kullën, Qan, shih"
bulgë,krahin vjet shih gjerdek
bulgër,"lis bujk ,"
buli,shik vidh 0
bulimshik,shpërthim
bulirë,krahin: shih bucelë
bulkth,cinxër ( krahin )
bulmet,bardha (të): ig: shih dobi
bulmetem,shih njo (goj ën)
bulmëtoj,shih yndyros
bulmetor,shih: qumështor
bulmetorë,"baxho, djathores"
bulmetshëm,(1) Shih: qumnështor: shih
yndyrshëm,(1): fe Ig bis: shih dobishëm nd
bulmoj,shik yndyros:
bulmuar,"(i, e) Shih yndyrosiit GD"
bulon,"shih: bulëzon, shih shpërdheni shih"
"kullon,",qan
bulurimë,shih pëlltjes shih pumë: shih
bulurin,shik pëllet: shik usfiton:s
bulurit,shih pëllet: shih shton
buluron,shih pëllet: st Ponte
bullafiq,shih buf: pa
pullafiqem,shik fye n  5
bullamaç,krahin shih ll shih ns O
bullar,fig keq shihbuf :
bulledër,shih trashalugë
bulletër,shik uthull
pullëndër,shik fundërri:
bullubreshkë,shih shëmtirë:
burbuget:,shih bulëzon: fi
burgim,"burgosje, burg  jë e sa pë"
fi,g: shih u
pullingë,"shih xhurigë, shih bretiën"
bullur,krahin shih bela: jë
buim,"shih bam, shih befas"
bumbeskë,: shik syth
bumbë,shihsyth:
Bumbëzon,shili bulëzon
bumbon:,shik bulëzon:
"qetësi,",shitramulli-
bunar,"vjet shih pus, shih burim"
bundë,shih rrufë: shih pajagë:
bung,shih dushk:
bungajë,shih dushkajë
bungëkeqë,shih dushk
bungëkuqe,shih dushk
bungëlshik,dushk
bungishtë,shih dushkajë sa
bunishtë,shikstan sd Pe
bunker,"blihdazh, fortifikatë: sforfikim"
buq,krahin shih: kot dri
burbuletëm,"1 bis shih njom Gojë ,"
burbull,sht ftua (i gë Pt E
burbuqe,shih syth
pa,shi hzbukurohet
burdhë,rragë: shih thes: Ek Asi
burë,"shih baticë eti e,"
burg,"hapsanë (vjet: ), bis: shtëti p pa qirë, një"
bodrum:,shih burgim: krahin: shih katua:
qilar,( ushqimesh): ii Shë ahurj
errësirë:,shih shkëmb së
ngrohtë),tt
burgosje,"shih burgimi, 1 0 siti na"
"buri,",1
"buri,",Shih bori
"buri,",shih shumicë
"buri,",Shih bucëlët uji) '
buri,"i gurrë, gurëz, krua, bëje Burcinë,"
"bunar,","çikërr, çikërran, rrëke, çëzmë,"
"picunare,","vrujim, krye, kokë, amë, mëmë,"
figminierë:,"krahin vjëmorë: vendburiitt, p"
fig,shih Çurg: 4
burimor,"zanafillor: zanafillës, fillestar,"
"origjinar,",nistor
Bburishtë,vend më gjë (burime): sshih
burizan,"shih borizan,"
"burmë,",shih vidhë pire ba
"burmë,","shih TTEK,: e"
"burmë,",shih: gropëz Pa Më
burmoj,Shihi vidhos
burnot,tabakë it ge sia
burokraci,shih fig zvarritje e Gjon kë
burokrat,"zyrtar (keqi) Keq shkresor, vjet"
"qatip,",memur' 3
burokratik,dikasterial it E
burokratizëm,zyrtafizëmi NE
buromë,shih burim: krahin shihj jargë:
buron,"del, zë fill, rrjedh, vjen, vrujon, gurron,"
Ig:,jyjen
nis:,"kullon, rrjedh, pikon, qan: f"
"shkaktohet,","rrjedh, gurron, Trëzaton"
buronjë:,"shih burim, krua: shih mogal -"
burth,shih ciklamin (i egër)
burulluk,shih riapë: Shih shami ( Koke Që
burtac,bis keg' Shih burracak: shin
shkurtabiq:,:
burracak,"keg burrac, bartës, treribës:"
paburrë,"(i), paburrëri 6) 'i, Baçi shih frikacak"
burracakëri,PAGUHET '
burran,shihshtatgjatë
buriras,shih burtërisht
burravogël,"shih kacamit, xhush:"
KO,BR të
pe,ta 4 R
burrec,shih burraçak: shih shpërtkëg: shih
burrë,mashkull: vjet: zot: shihe rritur Të bis shih
guximshëm,"(i), dhëndër: 'bashkëshoit, bis:"
shoq:,personalitët: shili bësnik: shih fortë (1)
burrëreshë,"trime, zonjë (e), fortë fe), papepur"
"(e),",guximtarë
"burrëri,","burrni pjekuri: guxim, trimëri,"
"vendosmëri,",karakter:
fig,"rrjedhë, zanafillë, djep,"
"rrërijë,","shkak, shtysë, vatër, fëzërvuar, Filli"
"fillesë,","pikënisje, prejardhje, origjinë, Shi"
Dburrërini,"pjekje, kalitje, trimërim: 'shihrritje"
burrërisht,"trimërisht, burras, derrërisht,"
"derrçe,",thias
burrëroj,"zburris, pjek: kalis: trimëtoji"
burtëroheti,"zburtitem, piqem, Sig DES"
lëshem:,kalitëm: trimërohem Dë
burrëror,"zbufritit (1): pjekur G tririi,"
"'guximtar,",paepur (i): fisnik
burrëruar,(i) pjekur (1) kalitur 4) tfimëroaë
(1):,shih rritur (1):
burrëvdëktur,shih ve e
burrëzi,shih shkretë GO
burrishik:,erë
busull,kompas n vjet): fig shih pudhërëfyes
bush,"bushk, shimshir:"
bushak,shik qengj S Da
bushiq,shihbuf: shih flluskë
bushkshih,bush '  K
bushliqe,shih vapore: shi flluskë: shih
mëshikëzi(,mëndafshi Jan
bushqan,"shih urth, 0"
bushtër,"buçe, gorë, shakë, Jashë, Jutë, kuidër,"
-langorë:,"'meçkë: shar shih' zuskë,  përdarë"
(6):,shih kuçedër: shih: dorëz kj
bushtër,shih: dosëz
bushurdis,shih lag nyrë Së
"but,","shik vozë, fuçi,"
"but,",shih çakkësi 5
butac,krahin shih çanak
butafori,"shih dekor, fig: shth iluzion:"
butak,molusk: fë Sik Squllët Q
butëbërës,shih vozaxhi
butëxhë,shih vozaxhi:
butë,shih qetë: shih ngjdalëse shih ëmbël shi
(gjalpë),"drykë, miëllës E er ët ) e"
"Ilokut,","krahin: 'cuckë: shkrifët (1), bufnjak,"
"(4,","proshkët G, njomë 0), fjomëzak'"
njomështuar,"(1), mbujak, qullët Dr hupët"
(fe,"palcë: fig shtruar (1), qetë (1) ëmbël"
(1,"dashur (i), dhëmbshur' (1 njerëzishëm"
"(1),","skofiar, Shpirtinitë, dashamirës, afruar"
"(1),",tërheqës: vutë (1): shihngrohtë (1) (mot):
përkulshëm,"(i), drejtueshëm (i): shih"
Npërkëdhelës:,Shih: lehtë De kadife:
kadifenjtë,"(i), mëndafsh, mëndafshtë (i), E"
butëlosh,shik butë
butër,shih rrufë: lëngjytë (krahin p
butësi,"shih: ëmbëlsi: shih mirësjellje mirësi, I"
butishtë,shth dushk
butoj,shih bymej: butohet shih bymehet:
buthtinr,shik bulëzitm: shih: shfadje
buthtoj,shih bulëzon: shik shfaqet: shik
tregoj:,"buthtohem shik shfaqe, shih V mm I"
buveësh,"shik torollak, trashë (i)"
buxhak,shih qoshë: shih vatër
buxhet,shik financë
buzaç,shih buzëtrashë
buzagazm,shth buzëqeshje: Shih buzëqeshur
(1):,shih buzëqëshur
buzak,shih gjym (druri)
buzas,shih buzëvarur:
buzel,shih: buzëtrashë
buzë,"shih gojë: shih arë, cak, cike vape, breg:"
shih,"prag: shik shkëmb: shih humnerë, shih"
buzëburbuqë,"buzëkuti, poet buzëflori,"
"buzëlule,",buzëtrëndafil
buzëçarë,fig
(në,përralla)
buzëdele,shik fuledële
buzëderr',shik: buzëtrashë
buzëdet,shih bregdët
buzëdjegur,fe shih: zhurituë' O
buzëflori,poet shih bizëburbuge
buzëhollë,shik nazeqar :
buzëkarafil,shih buzëkuq
buzëkuq,"buzëkaratil, buzëshegë: kuq Gi, 8"
buzëkugqe,shih tartabiqe: shih rollëkuqe
buzëkuti,shih buzëburbuqe
buzëkyçur,shih heshtur (1): shih pikëlluar O:
shik,heshtazi
buzël,shih shami (kokë)
buzëlëshuar,shik mërzituë Gj
buzëlidhur,shih hështur (1):
shih,vdëkur (1)
Duzelulë,shih buzëburduce
në,"muzë, krahin aherë,"
buzëpaqeshur,s
buzëpërveshur,buzëpëithyër
butësoj,"shih, zbus: butësohet shih y JI zbuten  buzëp ervë"
buzëpjekur,shih buzësh
buzëqesh,nën
puzënxirë,shik vuajtur G
hih,vuajtur M
hik:,vuajtur Ge
hur,keg- shih nazegqar
luar,shih zhuritur Ge shih
shumëvuajtur,(i)
Krizitibë,shih zhuritur
Qi:,Shih shujnëvuajtur' (1
buzëplasje,"shih telash, kokëçarje dj së"
jtur,(1: shih zhuritur GJ:
shih,hidhëruar (1)
së,"jë qaraman, fig: shik pikëlliër GJ:"
"qesh,",vëbuzën në ga (më) prek
buza,në gaz
buzëqeshje,"buzagaz, nënqeshje"
buzëqeshur,buzagaz:
buzëgumësht:,"shih: axhami, kalame, paritur"
(1):,Fig: keg shih papjekur O pers:
OH,buzërripë shih humnerë Kë 6 prere:
buzëshegër,shih e jëmjaltë -
buzëshkrumb,"buzëpjekur, shih zhuritur 6)"
shih,Vuajtur (1:
buzëtrashë,"buzëviç, buzëderr, buizaç, b puzel"
"buzo,",buzoç-
shih,hidhëruar 0: shih lepur - buzëtrëndafil shih buzëburduiqë ni Në Di
to,shih vuajtur G)- gë 4
shih:,barkzbrazur:
"dëshirë,",më turinj: hundë ë buzë
buzëz,shih hundëz të
buzëzi,fig shih fatkeq E e që vër
buzm,shik:kërcuj shih gur (ve vatre re N
buzo,shih buzëtrashë SEE
buzhel,shih PU gh nt kri de vë
"buzhelë,",shih flluskë Ka ka hehe pt p
"buzhelë,",shih: turjelë E
bye,"elbth, kath, çikë, çikëz, askatë, gruri,"
lulëz:,"rrëgjoll, sykath, tytykath"
"gërdhuzë,","gërdhomë, flashkë, gëzholle,"
"gëzhutë,","hulinë, shoshura (të): shih tallashi"
shih:,pavlefshërti GQ: Bykui i Kumbarës shih
"Qumështore,",Udha e: Qumështi qanë
spastruar,"atë nga masa c fjalëve të huaja, për të parapëlqyer pa asnjë ngurrim, fjalët"
"shqipe,","edhe kur ato në vështrim të parë na dukën të v jëtruara, krahinore a të paafta ta"
mbulojnë,tërë fushën e përdorimit të së hiiajës: Kur nuk këmi pasur kurajën e
mjaftueshme,për PROTECTED2 shmangur krejt fjalët e huaja për shkak të përdorimit të
përgjithshëm,"që kanë, jemi munduar PROTECTED5 shtyjmë Nga fundi i vafgut sinonimik Më"
shumë,"hapësirë fjalëve të huaja që përdoren gjerësisht, ukemi lënë 1 në ato raste, kur"
ato,përdoren si sinonime po fjalësh të huaja : an EL S
por,"edhe në përgjithësi Ne nuk mund të marrim këtu PROTECTED10 që fjalë të tilla si jr ikë,"
"ngastër,","horizont etj janë të gurrës së huaj dhe të parapëlqejmë tutë, parcelë, lëpen etj"
Meqenëse,"në fjalorët sinonimikë kategoritë gramatikore: nuk jepen, përdoruesii"
këtij,"fjalori duhet ta kuptojë vetë që mjaft ëmra, të cilët mund të përdoren edhe: si"
mbiernra,"të panyjshëm, madje edhe si ndajfolje a si parafjalë, janë dhënë te një zë 1"
përbashkët,"Ajo që ishte e mundshme-të bënim ne, ishtë vënia e, një pikëpresjeje i"
midis,këtyre grupeve të ndryshme kategoriale: Po kështuj jemi përpjekur ta përdorim
më,përfitim pikëpresjen edhe për të treguar se brënda vargut sinonimik të fjalës së
dhënë,"po fillon një nënvarg sinonimik me një kuptim të ri, 1 përfaqësuar 'jo rrallë"
qoftë,edhe nga një fjalë e vetme Këtu dëshirojmë të bëjmë edhe një vërejtje tjetër
shumë,"të rëndësishme, të cilën: përdoruesi i fjalorit është -i lutur ta këtë gjithmonë"
parasysh:,kur një fjalë për nga kuptimi i saj do të merrte pjesë në:disa nënvargje të
tilla,"sinonimike brenda një fjale-titull, duke pasur parasysh atë që u tha më lart për"
karakterin,"në radhë të parë kujtues të fjalëve nga fjalori sinonimik, ajo fjalë-është"
dhënë,vetëm një herë (te njëri nga nënvargjet) dhë jonë: çdo grup' kuptimor: që ka
fjala-titull,Në rast të kundërt përmasat e këtij fjalori do të rriteshin inë: mënyrë: të
"panevojshme,",sepse qindra ë qindra fjalë do të përsëriteshin: sa' esa herë brendasë
njëjtës,fjale-titull Ndërkaq për të mos  lodhur dhe bezdisur përdoruesin e fjalorit
duke,"e çuar përmes referimeve të pafund nga fjala në fjalë, jo rrallë pas referimit shih a"
janë,dhënë disa sinonime madje shpesh te disa fjalë të një përdorimi: të dendur ka
edhë,"përsëritje të pjesshme e më rrallë të plotë të vargjeve sihonimike:'' stë,"
fje,"alorët dygjuhësh, gjithandej forma veprore e foljeve: dhe forrtia vetvetore:e tyre janë"
dhënë,"pa të drejtë si fjalë më vete Në fjalorin tonë kjo e metë është mënjanuar, duke"
"zbatuar,","ashtu si në tërë leksikografinë botërorë: parimin gramatikor, sipas të cilit"
këtu,"kemi të bëjmë jo me dy fjalë të veçanta, po p përkundrazi me-dy forma gramatika"
të,"së njëjtës folje, parimqë  ka zbatuar edhe fjalori'i vitit 1954:"
këmbimin,tis  -
A-dhe,që përbën: rregull
në,mbarë fjalorët e gjuhëve të tjera Në fjalorin e pranishëm ka edhe disa ndrj ishimë më
bylme,"mur ( ndarës), ndërmjëtëz: Shih: paravithe"
bylyk,vjet shik turmës shik Stan: shih
shumicë:,shih vatër
bymej,"zmadhoj, ftyj, mbufas, butoj: bymehet"
"zmadhohet,","fryhet, mbufatet, butohet, ënjtet,"
lëshohet:,shih majmëm
bymim,"zmadhim, fryrje, mbufatje, ënjtje,"
"ngritje,",lëshim
bymyer,"(i, e) zmadhuar Gi), fryrë (i), mbufatur"
"(0,","ënjtur (1, mbushur (i), kërcyer (i)"
bype,shik këmborë
byr,shih urith
byr,krahin shih mbaroj
byrazer,bis shih vëlla
byrazerkë,bis Shik motër 5
byrde,krahin shih paravithë: vjet shih përçë:
byrek,"lakror, petanik, mesnik, kripanik, petë,"
"petor,","përpeq, qullanik, qullash, qullopitë,"
"qumështor,","lakuriq, lagaSit,, bukafec,"
brumanik,e
byrytet,shih pëllet
bytërin,shih pëllet ia sek
bytyntë,"(i, e) shih rrafshët ed: shin njëjtë 0"
Fig,shih metë (i)
bythak,shih kërcu
bythakrej,shih rrokullimthi  is 2 sht DE
bythanë,"shih bisk, lastar, 2 i ja"
bythas,"E bis shih prapias, shih Hrëshqenë sept"
bythçe,"shih fundçë, lastar: shih bythë"
bythece,"shih paravithe, shih shtytkë"
Pythë,"bis mollaqe, ndënjura (të), bafiike,"
"vithe,","prapanike, prapanicë, tule: fund (ene):"
"frëzë,",bythçe (bime): shih dehur (i)
bythëçjerrë,vulg shih rreckosur (i): shih
Varfër,(i)
'bythëgrisur,vulg shih treckosur (i): shih
varfër,(i)
bythëjashtë,vule shih lakuriq: fig shih vulg
bythëzbuluar:,shih rreckarnan: shih llafazan
bythëpërpjetë,vilë shih përmbys
bythëprapsem,"vulg shih zbythem: 2,:"
"bythëpraptas,",bythëpraptazi vde shih
bythëprapthi,vulg shih praptazis: shih
bythëpulë,"urdhjë, u urth, shpërgëti, cë p paemër"
"(e),",leshje
bythëturtull,bis: hje lëvizshëm G: x
bythëz,bis:shih stol (i vogël): shih shtyllë të
bythëzbuluar,vulg bythëjashtë: shih
rreckaman:,shih llafazan ës gu e Aa
bythkë,shih: shtupë 20: 5 i
"byzylyk,",shih rreth Shih e ( dore a këmbe pe
"(matimas,","ngjithgjis, nxitnxis) ne kemi parapëlqyer variantin me s, pra: unë"
"përshëndes,","nxis, ngjis, mërzis etj Po kështu fjalët tejfundore, të cilat shumë herë në"
fjalorët,"tanë shkruhen me -ë fundore (kamerë, mdtërmë, dperë, rruazë, trdumë etj),"
në,"i kemi shkruar sistëmatikisht dhe në mënytë të vetëdijshme pa -ë: kamer, motërm,"
"oper,","rruaz etj (ashtu si Flutur gjepur, petull, vetull etj) Shkrimi i kësaj t-je ka bërë"
që,"në Kosovë këto fjalë të shqiptohen e të theksohen kamërë, opërë etj Po kështu"
kemi,pranuar më O Buhholcin dhe V Fidlerin trajtën pishënr (i) (nga pjesorja pirë)
dhe,jo pijshëm fi ) Ndryshime të Sësaj natyre lexuesi do të hetojë h herë pas bere E edhe
të,tjera I Në
Përtë,"mose kthyer këtë fjalor në një varrezë të spavlefshme fjalësh, shumië dënduc"
kemi,"dhënë me kufsive në kllapa edhe fjalët, me të cilat lidhen sinonimet përkatëse"
Veç,"kësaj, vetëm e vetëm për PROTECTED6 kujtuar përdoruesit të fjalorit se tashmë në shqipen"
ka,"edhë V it të tilla, si E , , vetëpërgatitem, Epshi Pe"
Aijoj,"v vetveten, , përgatitem v vetë ë etj ëtj ph e të"
Në,"rast se fjala-titull është e vjetruar, e gjuhës bisedore, e stilit vëdhtar: keqësuese"
"etj,",atëherë pas saj janë vënë menjëherë shënimet përkatëse dhe është shtuar shih
"Pra,",përdoruësi 1 fjalorite'ka të qartë se fjala-titull dhe j JO PROTECTED11 saj janë të atyre
stileve,"Psh: vesveseli bis shih vesvës: vërvël bis shih rrafsh, buzë më buzë: viç"
fe,"shih papjekur (i), xhadi bis keq shih përdalë (e), xhaman bis: shih dashur (i):"
xhenaze,"bis shih vdekur (i), meit bis shih vdekur (i): vigë krahin shih shqimëz"
Kur,"pikërishtjo fjala-titull, por sinonimi i parë që vjen pas saj është një fjalë e vjetruar,"
përdoruesi,"i fjalorit, shënimet bis, vjet, krahin: janë vënë prapa këtij sinonimi në"
"kllapa,","psh: verbim qorrim (bis), xhep: grisë (vjet) Për tëimos e fryrë fjalorin pa"
"nevojë,",kur gjatë parashtrimit të vargjeve sinoriimike ka një numër fjalësh të gjuhës
"bisedore,","krahinore, të vjetruara etj, shënimibis, krahin 'vjet etj është dhënë vetëm"
një,"herë, përpara fjalës së parë të vargut përkatës Kjo d dot të thotë të E eihbë KR"
pasuese,deri te pikëpresja'i përkasin atij rrafshi stilistike: da app sgy tei
Për,të njëjtat arsye ngjeshjeje të fjalorit mbiëmrat:e' nyjshëm: janë: dhënë v vetëm si
fjalë-titull,"me të dy nyjat (mirë (i, e)), ndërsa brenda vargjëvë sinonimike është dhënë"
si,"përfaqësuese vetëm forma e gjinisë mashkullore (mirë-(i)): Mbiemra: të tillë, si"
përgjithshëm,"(i), përparmë (i) etj Janë dhënë ai të Hjejtat arsye, edhe: kur:j janë"
jalë:,"tituj, vetëm në formën mashkullore ët"
Nga,"dëshira që të hyjnë sa më shumë në përdorini edhë fjalë,t të vilat i Fkemi GjykUMe"
si,"të rrallaa pak të njohura, edhe kur nuk kanë sinonime, në fjalor: janë dhënë, dukë"
vënë,"për çrah: një togfjalësh të qëndrueshëm, icili nuk pe sinonimi: në ' kuptimin 6"
ngushtë,"të fjalës e mund të kundrohej edhe si: ishpjëgimir Shë tl nate, sa PR"
shte,"8 sinonimet e e mirëfillta dhe -shpr rehjete e barasvlershmëi nije -t0, pastaj si sinonimet"
Siçu,"Aa dhe: tërthorazi më dar, në fjalor sinonimet  ndryshe janë 6 : dhënë të"
zhvëshura,"nga karakterizime të tilla shumë, jashtëzakonisht, tepër, tejet, pa masë"
Kjo,"është bërë për arsyen  sipërpërmendur, që përdoruesit dallime të tilla 1"
vetëkuptojnë,"Së dyti, këmi pasur parasysh edhe një lajthitje që vërehet jo rrallë në"
leksikografinë,"tonë, përfshirë edhe Fjalorin e Gjuhës së Sotme Shqipe Aty nuk"
njiheta,nuk hetohet g gjithmonë sa duhet kuptimii vërtetë 1 disa fjalëve-e' sidomos
vlera,aqë u japin temave të ndryshme fjalëformuese parashtesat dhe prapashtesat
ndryshme,Disa herë ka një mjegullim ) të sipërfaqshëm të këtij kuptimi: përkatësisht
të,"kësaj vlere që vjen nga përdorimi i tyre në'ligjërimin e zakonshëm: Kjo ka,çuar"
shpesh,"në formulime tautologjike a të papërpikta, më fort hiperkarakterizime: të"
panevojshme,që vijnë nga gjuha e folur Psh: shkul me gjithë rrënjë (në një kohë
që,"shkul shpjegohet me të drejtë nxjerr me gjithërrënjë), zhduk PROTECTED10"
krejtësisht,"(ndërkoh qëshuaj shpjegohet zhduk nga faqja e dheut, zhduk plotësisht,"
asgjësoj,"krejt, ndërsa asgjësoj shpjegohet zhduk), zhbiroj shpjegohet përshkon '"
vejpërvëj,ndërkohë që P ërshkoj shpjegohet kalon nëpër një trup papë i
gjitha,"anët, ndërsa shpërndaj shpjegohet përkap andej- këtej) pi ëtj Siçs shihet, pë"
PROTECTED0,"shqyrtonim një nga një të gjitha rastet e kësaj natyre, nuk do të mbaronim: Në të"
vërtetë,synimi ynë:këtu është tjetërkund: ne duam vetëm të tërheqim vëmendjen e
përdoruesit:të,"këtij fjalori që aty është dhënë fjala sinonimike shtyllë, të cilënrai, si"
njohës,"ishqipes që është, duhet ta përdorë jo vetëm PROTECTED9 ,por, sipas rastit, edhe"
të,"shoqëruar ose jo me ndonjë Pa Jet etër karakterizuese, të: vcilëni ia kërkojnë rrethanat"
kene,' KALE kori Kë:
ligjërimore,përkatëse gj E E E pGFT Pe
Dihet,që shqipja nuk ë përdor theksin gjatë shkrimit: të fjalëve Megjithatë pi për: të
Aehtësuar',"kuptimin, meqë mundësi PN në plin të: Hilë tuk ka, te: disa, fjalë"
zanoret,janë dhënë:me theks ae tk i E host
Për,vunimin e pi fjalori autorët e kanë 8 ndërë I Kështu: Fdmond d Tupja ka kata
shkroni:,"ata B,C,Ç tG GJ,H,I, : Eshrëf Ymeri ka hartuar shkronjat"
"K,","L, vida M, N, NJ, C kt P Q R, Ndërsa Ali Dhriio ka hartuar shkronjat RR,:S: SHI T,"
THAU-:,VES 7: ZH Kyifunditka bërë: edhe rëdaktimin tërësortë kësaj vepre
"dhe,",të pandën rerë midis: autorëve të tij Punae: secilit prej: nesh: ka a shërbye barabar
për,plotësimin dhe përsosjen: ë vijueshme të mbarë: veprës: R Beti Ph
Qkreqëks,"ip fjalor rështë fryti E një: bashkëpunimi: shembullor, Shumë: të: ngushtë E Dë"
Thuhetse,hartuesit e fjalorëve në përgjithësi janë njerëz të mallkuar Ata bëjnë një
punë,sa të stërmundimshme aq ndonjëherë edhe mosmirënjohëse Duke qenë hapi i
